,Category,Resume,tokenized
  (0, 1374)	0.033417619981995404
  (0, 1363)	0.05898136454681428
  (0, 1347)	0.05476898651687445
  (0, 1344)	0.04186933938714834
  (0, 1338)	0.07264009198030152
  (0, 1333)	0.07329381129162936
  (0, 1329)	0.07042076644904947
  (0, 1327)	0.023911748661758332
  (0, 1302)	0.05706894568401776
  (0, 1295)	0.055981747784405844
  (0, 1275)	0.06268947200125807
  (0, 1260)	0.057759192637439685
  (0, 1258)	0.1329390199999144
  (0, 1250)	0.0705546104622961
  (0, 1244)	0.11089831090239455
  :	:
  (0, 215)	0.04920442433839024
  (0, 195)	0.06145290692361403
  (0, 185)	0.05684542251361408
  (0, 181)	0.04150076339776107
  (0, 175)	0.06368505267013498
  (0, 169)	0.09929385092813754
  (0, 162)	0.10239299619080519
  (0, 159)	0.03778454643839615
  (0, 146)	0.12750790851030416
  (0, 130)	0.06301439318884118
  (0, 129)	0.10455703746598999
  (0, 118)	0.04474699965863029
  (0, 117)	0.030831554713071363
  (0, 102)	0.05577302792114824
  (0, 57)	0.05209169722641523
  (0, 55)	0.05310870294182595
  (0, 54)	0.05577302792114824
  (0, 45)	0.03694649395472778
  (0, 44)	0.09478268593026988
  (0, 42)	0.10439005033977046
  (0, 34)	0.05328477314560508
  (0, 31)	0.09819603699337397
  (0, 6)	0.04755836880878685
  (0, 3)	0.0623711153292034
  (0, 2)	0.11155712993721871"
10,6,skill program languag python panda numpi scipi scikit learn matplotlib sql java javascript jqueri machin learn regress svm na bay knn random forest decis tree boost techniqu cluster analysi word embed sentiment analysi natur languag process dimension reduct topic model lda nmf pca neural net databas visual mysql sqlserver cassandra hbase elasticsearch js dc js plotli kibana matplotlib ggplot tableau other regular express html css angular logstash kafka python flask git docker comput vision open cv understand deep learn educ detail data scienc assur associ data scienc assur associ ernst young llp skill detail javascript exprienc month jqueri exprienc month python exprienc monthscompani detail compani ernst young llp descript fraud investig disput servic assur technolog assist review tar technolog assist review assist eler review process run analyt gener report core member team help develop autom review platform tool scratch assist discoveri domain tool implement predict code topic model autom review result reduc labor cost time spent lawyer review understand end end flow solut research develop classif model predict analysi mine inform present text data work analyz output precis monitor entir tool tar assist predict code topic model evid follow ey standard develop classifi model order identifi red flag fraud relat issu tool technolog python scikit learn tfidf word vec doc vec cosin similar na bay lda nmf topic model vader text blob sentiment analysi matplot lib tableau dashboard report multipl data scienc analyt project usa client text analyt motor vehicl custom review data receiv custom feedback survey data past one year perform sentiment posit neg neutral time seri analysi custom comment across categori creat heat map term survey categori base frequenc word extract posit neg word across survey categori plot word cloud creat custom tableau dashboard effect report visual chatbot develop user friendli chatbot one product handl simpl question hour oper reserv option chat bot serv entir product relat question give overview tool via qa platform also give recommend respons user question build chain relev answer intellig build pipelin question per user requir ask relev recommend question tool technolog python natur languag process nltk spaci topic model sentiment analysi word embed scikit learn javascript jqueri sqlserver inform govern organ make inform decis inform store integr inform govern portfolio synthes intellig across unstructur data sourc facilit action ensur organ best posit counter inform risk scan data multipl sourc format pars differ file format extract meta data inform push result index elast search creat custom interact dashboard use kibana preform rot analysi data give inform data help identifi content either redund outdat trivial preform full text search analysi elast search predefin method tag pii person identifi inform social secur number address name etc frequent target cyber attack tool technolog python flask elast search kibana fraud analyt platform fraud analyt investig platform review red flag case fap fraud analyt investig platform inbuilt case manag suit analyt variou erp system use client interrog ount system identifi anomali indic fraud run advanc analyt tool technolog html javascript sqlserver jqueri css bootstrap node js js dc js,"  (0, 1495)	0.024570713575492127
  (0, 1481)	0.017649917297132167
  (0, 1480)	0.13142661536598263
  (0, 1454)	0.07919568652578296
  (0, 1451)	0.06237112008554525
  (0, 1444)	0.04852407474989779
  (0, 1437)	0.06925417135711619
  (0, 1435)	0.029289187505086037
  (0, 1428)	0.06616633442920927
  (0, 1427)	0.042614994146885174
  (0, 1425)	0.04994909148658599
  (0, 1414)	0.06231798157717838
  (0, 1400)	0.06539558749943053
  (0, 1380)	0.17704252692316763
  (0, 1378)	0.08614020289728441
  (0, 1374)	0.05048372215096046
  (0, 1363)	0.1255798531551627
  (0, 1359)	0.05430987182085425
  (0, 1349)	0.06451157642125048
  (0, 1347)	0.048867018741436945
  (0, 1344)	0.02206391303027087
  (0, 1337)	0.04345849500996969
  (0, 1331)	0.06784699727077284
  (0, 1329)	0.1318603120618234
  (0, 1327)	0.03612328095879339
  :	:
  (0, 215)	0.043902100061042906
  (0, 212)	0.07458979793716032
  (0, 211)	0.06431351475428149
  (0, 192)	0.057131303120433734
  (0, 183)	0.10996833587225709
  (0, 181)	0.06269486006346697
  (0, 159)	0.057080801835192645
  (0, 146)	0.06719292554462004
  (0, 145)	0.051746429531775495
  (0, 126)	0.04562585458339637
  (0, 117)	0.027509111594151838
  (0, 98)	0.0617028140005124
  (0, 83)	0.11989645479616497
  (0, 82)	0.07894377242360427
  (0, 81)	0.10490837418879029
  (0, 51)	0.057131303120433734
  (0, 47)	0.04904167945441679
  (0, 45)	0.03296509808447526
  (0, 44)	0.12409374866014725
  (0, 42)	0.10273873482684337
  (0, 35)	0.03756210030201844
  (0, 19)	0.044822206908428475
  (0, 15)	0.05380767534427165
  (0, 8)	0.0466254637104239
  (0, 6)	0.08905130785270751"
11,6,educ detail may may uit rgpv data scientist data scientist matelab skill detail python exprienc less year month statsmodel exprienc month aw exprienc less year month machin learn exprienc less year month sklearn exprienc less year month scipi exprienc less year month kera exprienc less year monthscompani detail compani matelab descript ml platform busi profession dummi enthusiast koramangala th block achiev task behind sukh sagar bengaluru india develop deploy auto preprocess step machin learn mainli miss valu treatment outlier detect encod scale featur select dimension reduct deploy autom classif regress model linkedin com aditya rathor reasearch deploy time seri forecast model arima sarimax holt winter prophet work meta featur extract problem github com rathorolog implement state art research paper outlier detect mix attribut compani matelab descript,"  (0, 1495)	0.17273040581960264
  (0, 1481)	0.04444426218557089
  (0, 1432)	0.14984841609141605
  (0, 1374)	0.07508093671174822
  (0, 1364)	0.13806913292959513
  (0, 1338)	0.09639085663882904
  (0, 1282)	0.08966245658632703
  (0, 1212)	0.14013211489017147
  (0, 1200)	0.11740759453907502
  (0, 1188)	0.2892666523840607
  (0, 1179)	0.15079259222963434
  (0, 1130)	0.10826234615189377
  (0, 1111)	0.13030270015208992
  (0, 1068)	0.09537633143812371
  (0, 1042)	0.11454506592491752
  (0, 1035)	0.08983308104627158
  (0, 992)	0.09194741110419449
  (0, 952)	0.13367711007199545
  (0, 863)	0.04439683484168753
  (0, 861)	0.13784551924162505
  (0, 854)	0.18528592089363868
  (0, 820)	0.16791500438731022
  (0, 788)	0.18733552365742026
  (0, 750)	0.22526490300344212
  (0, 746)	0.15755393487448044
  (0, 646)	0.07452161217355469
  (0, 635)	0.07185032249192053
  (0, 553)	0.158217644218904
  (0, 518)	0.13367711007199545
  (0, 486)	0.22153685862564323
  (0, 473)	0.11420299073323553
  (0, 469)	0.13078908634605985
  (0, 429)	0.15484323429899843
  (0, 350)	0.049539894661492404
  (0, 347)	0.24097341884876886
  (0, 343)	0.19607447778509546
  (0, 313)	0.10983025470752036
  (0, 234)	0.20475464335006452
  (0, 211)	0.1619478813240279
  (0, 162)	0.07195339245384008
  (0, 135)	0.1559326897010365
  (0, 125)	0.15176263940072796
  (0, 102)	0.12530788194450754
  (0, 98)	0.09176631348726938
  (0, 96)	0.12872890741678863
  (0, 89)	0.16467264903707998
  (0, 72)	0.14013211489017147
  (0, 4)	0.09176631348726938"
12,6,area interest deep learn control system design program python electr machineri web develop analyt technic activ hindustan aeronaut limit bangalor week guidanc mr satish senior engin hangar mirag fighter aircraft technic skill program matlab python java labview python webframework django flask ltspice intermedi languag mipow intermedi github gitbash jupyt notebook xampp mysql basic python softwar packag interpret anaconda python python pycharm java ide eclips oper system window ubuntu debian kali linux educ detail januari tech electr electron engin manip institut technolog januari deeksha center januari littl flower public school august manip academi higher data scienc data scienc electr enthusiast skill detail data analysi exprienc less year month excel exprienc less year month machin learn exprienc less year month mathemat exprienc less year month python exprienc less year month matlab exprienc less year month electr engin exprienc less year month sql exprienc less year monthscompani detail compani themathcompani descript current work casino base oper name disclos macau need segment custom visit properti base valu patron bring compani basic prove segment done much better way current system proper number back henceforth implement target market strategi attract custom add valu busi,"  (0, 1495)	0.15032447342486555
  (0, 1481)	0.03506570965618681
  (0, 1476)	0.060049825487155026
  (0, 1469)	0.1299237070319525
  (0, 1467)	0.06697848365756957
  (0, 1466)	0.10841188274476557
  (0, 1452)	0.09778419392177269
  (0, 1432)	0.2001768266207519
  (0, 1411)	0.1059382756984115
  (0, 1349)	0.04590918832170598
  (0, 1346)	0.08791229989687926
  (0, 1345)	0.08778567495742155
  (0, 1337)	0.0863405160749422
  (0, 1327)	0.08895382893026485
  (0, 1296)	0.09010407008668829
  (0, 1266)	0.06051154687792421
  (0, 1247)	0.05233625783101452
  (0, 1205)	0.08452306165990889
  (0, 1199)	0.2305336531325922
  (0, 1187)	0.11606103411584894
  (0, 1186)	0.06757157405093839
  (0, 1068)	0.2216802700971176
  (0, 1061)	0.10197254824814689
